filename,dice,iou,precision,recall,f1
061,0.8211923232307109,0.6966296024482821,0.716242285323886,0.9621791684198627,0.821192274304283
062,0.7837119804847096,0.6443473650238815,0.6633191469165651,0.9574985583538642,0.7837119321318867
063,0.7343164734897826,0.5801738413350069,0.5957381426333936,0.956908986206731,0.734316426195356
064,0.8182631037356348,0.6924240973793281,0.7066004381005727,0.9718412485143032,0.8182630549843198
065,0.796270738267871,0.6615031831344969,0.6859720719660358,0.9488357162259186,0.796270689560616
066,0.8171381854319997,0.6908145781428467,0.7066603444481437,0.9685610500539832,0.8171381366541252
067,0.8090142990270631,0.6792812863884341,0.7775453599908404,0.8431379101485649,0.8090142491090043
068,0.776640963169201,0.6348430344547233,0.6598549485227488,0.9436562300016859,0.7766409147354746
069,0.8069248229834064,0.6763402998638132,0.7406439976989985,0.8862346747037794,0.8069247733838804
070,0.8056616880861793,0.6745673985750675,0.7089822855159051,0.9328714283102992,0.8056616390159727
071,0.6609442881019171,0.49358983515716737,0.5091653220757874,0.9416417432536863,0.6609442425449935
072,0.7727717244142397,0.6296886567786062,0.7024524402351127,0.8587358191214401,0.7727716749153483
073,0.6679065099433896,0.501396121915663,0.5238222561370891,0.9213307406155302,0.667906463726446
074,0.7510220317944744,0.6013092711904309,0.6447913623478495,0.8991605317971395,0.7510219831516982
075,0.6774351045651457,0.5122131298839139,0.594988517138721,0.7864061161772719,0.6774350555252963
076,0.7402680044521458,0.5876392812665686,0.663894146163436,0.8364980833695899,0.7402679551139102
077,0.797941241347479,0.6638121769039166,0.7283814725183889,0.8821895409656899,0.7979411918035282
078,0.6560470880687711,0.488147376477773,0.5413382268574534,0.832440042781367,0.6560470403139091
079,0.759126997925343,0.6117684861031091,0.6766564317034491,0.864490718253118,0.7591269486681329
080,0.7681992713610756,0.6236392409103132,0.6386191664816455,0.9637507519056673,0.7681992234196804
081,0.7761857207751897,0.6342348949114315,0.6890649286191112,0.8885249076830913,0.7761856715745035
082,0.798752678135848,0.6649360740271014,0.7122509278140996,0.9091699303164932,0.7987526288733796
083,0.7981101210132601,0.6640459620861269,0.7268497612615291,0.8848620029289693,0.7981100714938962
084,0.802173617938559,0.6696910586975873,0.749752012733954,0.8624767801858193,0.8021735681830332
085,0.7889761594642994,0.65149515067793,0.7205454064073071,0.8717687059265574,0.7889761099153186
086,0.8162718486623497,0.6895771193242352,0.7110134531249298,0.9581104747479748,0.8162717997581851
087,0.8671509841580076,0.7654603323405335,0.8251672738238571,0.9136358919524128,0.8671509342874727
088,0.744132434783284,0.5925246064102072,0.6763954714136508,0.8269461485669688,0.7441323852847888
089,0.7720432976506995,0.6287219216880596,0.6688559870873926,0.9128767480948892,0.7720432488407833
090,0.7138056407702278,0.5549749426655721,0.6014278771099291,0.8778294890260551,0.7138055925159696
091,0.7462997981815739,0.5952777203825929,0.6531976816088361,0.8703537902965168,0.7462997491974174
092,0.7880296331001034,0.6502053636145296,0.7021357726874362,0.8978678410479618,0.7880295838484133
093,0.8111737373691087,0.6823316096449971,0.75139683954352,0.8812837019504384,0.8111736876856003
094,0.7841794999808498,0.644979665969264,0.7031967008464399,0.8862425537917957,0.7841794506440397
095,0.7924597964361187,0.6562595548349933,0.689888549408911,0.9308578807592375,0.792459747541422
096,0.8411568834231856,0.7258591533148966,0.7742039031959378,0.9207862742870488,0.841156833797159
097,0.8288686157483126,0.707750323229526,0.7597959647912959,0.9117558608118332,0.8288685661615782
098,0.8198622259151539,0.6947173829352169,0.740349359827412,0.9185093133523856,0.8198621764919222
099,0.7287390842502359,0.5732411617646024,0.6293793637051639,0.8653515904014298,0.7287390354964338
100,0.821989484288102,0.6977777136322248,0.7635274655423172,0.8901465112104826,0.8219894345812782
101,0.7545792318302652,0.6058829683234529,0.6545937118783476,0.8906158031212301,0.7545791829968661
102,0.8103058305208316,0.6811043134519584,0.7340107335750093,0.9043014092366831,0.8103057810610841
103,0.7552465600105984,0.6067439026455974,0.6549838758303468,0.8917530581658519,0.7552465111822878
104,0.7388594316568284,0.5858660407916297,0.6106025642429175,0.9353239109433733,0.7388593838629322
105,0.7501507717886118,0.6001930111699998,0.6647816321078208,0.8606760484361772,0.7501507226132099
106,0.7507447033433149,0.6009537885111043,0.6502494850745372,0.8879810239726412,0.7507446545376354
107,0.8003639078100638,0.6671722475013816,0.7120379139767369,0.9137061982210977,0.800363858579489
108,0.7725107812001234,0.6293422128428071,0.6766939043863336,0.8999380452270342,0.772510732202641
109,0.8407010714964371,0.7251805818380966,0.7732727722403915,0.9210120261095999,0.8407010218766539
110,0.760414567034383,0.6134426452682957,0.6822846567969035,0.8587521572032807,0.7604145176900946
